135.645    -0.1
135.655    -0.7
137.455    -0.1
145.545    -1.2
145.555    -6.6
153.655     0.1
155.455     0.4
155.655     1.3
155.665     0.2
157.455     0.3
162.556    -1.9
163.545     0.5
163.555   -43.3
164.556     2.0
165.545    -8.8
165.555   472.0
165.565    68.3
165.575    -1.6
166.554   -20.8
167.555    -5.0
173.655    -0.5
175.455    -2.1
175.465    -0.4
183.555    -0.2
185.555    -0.7
185.565    -0.4
