POTMODEL 36 36 0.39860044150000E+15 0.63781364600000E+07  GEM-T1 PUBL. (GODDARD PRE-TOPEX MODEL)
POTENTIA  0  0    0.99999999988600E+00 0.00000000E+00 -1    GEMT1
POTENTIA  1  0 0.0 -1    GEMT1
POTENTIA  2  0  -0.48416511550920E-03 0.00000000E+00 -1    GEMT1
POTENTIA  3  0   0.95857491635129E-06 0.00000000E+00 -1    GEMT1		
POTENTIA  4  0   0.53978784165717E-06 0.00000000E+00 -1    GEMT1		
POTENTIA  5  0    .67267595149600E-07 0.00000000E+00 -1    GEMT1		
POTENTIA  6  0   -.14984935574400E-06 0.00000000E+00 -1    GEMT1		
POTENTIA  7  0    .93018772330700E-07 0.00000000E+00 -1    GEMT1		
POTENTIA  8  0    .50390908420700E-07 0.00000000E+00 -1    GEMT1		
POTENTIA  9  0    .26283561211800E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 10  0    .51019521477800E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 11  0   -.50353602252700E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 12  0    .41517008678700E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 13  0    .42570616278700E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 14  0   -.30423459912400E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 15  0   -.99715693717700E-09 0.00000000E+00 -1    GEMT1		
POTENTIA 16  0    .26151706605900E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 17  0    .21462883965600E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 18  0    .10330020437900E-09 0.00000000E+00 -1    GEMT1		
POTENTIA 19  0   -.68883304010200E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 20  0    .23408478037300E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 21  0    .67543655965900E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 22  0   -.10685160590000E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 23  0   -.20962589338500E-07 0.00000000E+00 -1    GEMT1		
POTENTIA 24  0   -.68229176685100E-09 0.00000000E+00 -1    GEMT1		
POTENTIA 25  0    .18643229164600E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 26  0    .29256788422500E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 27  0    .52551151856900E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 28  0   -.72279902484800E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 29  0   -.42817966711500E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 30  0    .22749935477200E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 31  0    .28865967723900E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 32  0   -.12504024528200E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 33  0   -.64974402738600E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 34  0   -.59088061223600E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 35  0    .39735711306800E-08 0.00000000E+00 -1    GEMT1		
POTENTIA 36  0   -.57420193566200E-08 -1 GEMT1		
POTENTIA  1  1 0.0            0.00000000E+00 -1    GEMT1		  
POTENTIA  2  1  -.18733455965900E-09  .13141024216800E-08 -1    GEMT1		  
POTENTIA  3  1   .20303202832900E-05  .24813125796000E-06 -1    GEMT1	  
POTENTIA  4  1  -.53630014001300E-06 -.47324047899200E-06 -1    GEMT1	  
POTENTIA  5  1  -.62657859499900E-07 -.94193747309500E-07 -1    GEMT1	  
POTENTIA  6  1  -.75628730817400E-07  .25931179486100E-07 -1    GEMT1	  
POTENTIA  7  1   .28016890332500E-06  .94522584334000E-07 -1    GEMT1	  
POTENTIA  8  1   .22639117328600E-07  .59841227866400E-07 -1    GEMT1	  
POTENTIA  9  1   .14319697931300E-06  .22259963708900E-07 -1    GEMT1	  
POTENTIA 10  1   .84654544251600E-07 -.13208439230400E-06 -1    GEMT1	  
POTENTIA 11  1   .13681463797400E-07 -.28941149518800E-07 -1    GEMT1	  
POTENTIA 12  1  -.54940397398000E-07 -.43370872993700E-07 -1    GEMT1	  
POTENTIA 13  1  -.49165363831700E-07  .40921272721500E-07 -1    GEMT1	  
POTENTIA 14  1  -.18042985316600E-07  .30723269965200E-07 -1    GEMT1	  
POTENTIA 15  1   .76170666258700E-08  .83393350336400E-08 -1    GEMT1	  
POTENTIA 16  1   .25533083685000E-07  .29856433035700E-07 -1    GEMT1	  
